1 	   1424.5 
2 	   2106.1 
3 	   2764.2 
4 	   3399.2 
5 	   4011.7 
6 	   4602.3 
7 	   5171.5 
8 	   5719.9 
9 	   6247.9 
10 	   6756.1 
11 	   7245.0 
12 	   7715.0 
13 	   8166.7 
14 	   8600.6 
15 	   9017.1 
16 	   9416.7 
17 	   9799.9 
18 	  10167.0 
19 	  10518.7 
20 	  10855.2 
21 	  11177.0 
22 	  11484.6 
23 	  11778.4 
24 	  12058.7 
25 	  12326.0 
26 	  12580.7 
27 	  12823.1 
28 	  13053.6 
29 	  13272.6 
30 	  13480.4 
31 	  13677.5 
32 	  13864.1 
33 	  14040.7 
34 	  14207.4 
35 	  14364.7 
36 	  14512.8 
37 	  14652.1 
38 	  14782.9 
39 	  14905.5 
40 	  15020.1 
41 	  15127.0 
42 	  15226.5 
43 	  15318.9 
44 	  15404.4 
45 	  15483.3 
46 	  15555.7 
47 	  15622.0 
48 	  15682.4 
49 	  15737.0 
50 	  15786.1 
51 	  15829.9 
52 	  15868.6 
53 	  15902.4 
54 	  15931.3 
55 	  15955.7 
56 	  15975.7 
57 	  15991.4 
58 	  16003.0 
59 	  16010.7 
60 	  16014.5 
61 	  16014.5 
62 	  16011.0 
63 	  16004.0 
64 	  15993.7 
65 	  15980.1 
66 	  15963.4 
67 	  15943.6 
68 	  15921.0 
69 	  15895.5 
70 	  15867.4 
71 	  15836.6 
72 	  15803.3 
73 	  15767.7 
74 	  15729.7 
75 	  15689.5 
76 	  15647.1 
77 	  15602.8 
78 	  15556.5 
79 	  15508.3 
80 	  15458.4 
81 	  15406.8 
82 	  15353.6 
83 	  15298.8 
84 	  15242.7 
85 	  15185.1 
86 	  15126.3 
87 	  15066.3 
88 	  15005.0 
89 	  14942.7 
90 	  14879.3 
91 	  14815.0 
92 	  14749.7 
93 	  14683.5 
94 	  14616.5 
95 	  14548.7 
96 	  14480.2 
97 	  14411.0 
98 	  14341.2 
99 	  14270.7 
100 	  14199.8 
101 	  14128.4 
102 	  14056.5 
103 	  13984.2 
104 	  13911.7 
105 	  13838.8 
106 	  13765.7 
107 	  13692.4 
108 	  13618.9 
109 	  13545.3 
110 	  13471.6 
111 	  13397.8 
112 	  13324.0 
113 	  13250.2 
114 	  13176.5 
